group	x	y	showSelected2
69305	1.41421356237309	0.000000000000000111022302462516	0 0
69306	2.12132034355964	0.707106781186548	0 0
69307	2.82842712474619	1.4142135623731	0 0
69308	3.53553390593274	2.12132034355964	0 0
69309	4.24264068711928	2.82842712474619	0 0
69310	4.94974746830583	3.53553390593274	0 0
69311	0	4.24264068711929	1 0
69312	3.5355339059327	4.9497474683058	3 3
69313	4.2426406871193	5.6568542494924	3 3
69314	4.9497474683058	6.3639610306789	3 3
69315	5.6568542494924	7.0710678118655	3 3
69316	6.36396103067891	7.778174593052	3 3
69317	0	8.4852813742386	4 3
69318	0.707106781186504	9.1923881554251	4 3
69319	1.4142135623731	0	4 4
69320	2.1213203435596	0.707106781186504	4 4
69321	2.8284271247462	1.4142135623731	4 4
69322	3.5355339059327	2.1213203435596	4 4
69323	4.2426406871193	2.8284271247462	4 4
69324	4.9497474683058	3.5355339059327	4 4
69325	5.65685424949241	4.2426406871193	4 4
69326	6.3639610306789	4.9497474683058	4 4
69327	7.0710678118654	5.65685424949241	4 4
69328	7.778174593052	6.3639610306789	4 4
69329	8.4852813742385	7.0710678118655	4 4
69330	9.1923881554251	7.778174593052	4 4
69331	0	8.4852813742386	5 4
69332	0.707106781186596	9.1923881554251	5 4
69333	1.4142135623731	0	5 5
69334	2.1213203435597	0.707106781186596	5 5
69335	2.8284271247462	1.4142135623731	5 5
69336	3.53553390593279	2.1213203435597	5 5
69337	4.2426406871193	2.8284271247462	5 5
69338	4.9497474683059	3.53553390593279	5 5
69339	5.6568542494924	4.2426406871193	5 5
69340	6.363961030679	4.9497474683059	5 5
69341	7.0710678118655	5.6568542494924	5 5
69342	7.7781745930521	6.363961030679	5 5
69343	8.4852813742386	7.0710678118655	5 5
69344	9.1923881554252	7.7781745930521	5 5
69345	0	8.4852813742386	6 5
69346	0.707106781186603	9.1923881554252	6 5
69347	1.4142135623731	0	6 6
69348	2.1213203435596	0.707106781186603	6 6
69349	2.82842712474621	1.4142135623731	6 6
69350	3.5355339059327	2.1213203435597	6 6
69351	4.24264068711931	2.82842712474621	6 6
69352	4.9497474683058	3.5355339059327	6 6
69353	5.65685424949241	4.24264068711931	6 6
69354	6.3639610306789	4.9497474683058	6 6
69355	7.0710678118655	5.65685424949241	6 6
69356	7.778174593052	6.3639610306789	6 6
69357	8.4852813742386	7.0710678118655	6 6
69358	9.19238815542511	7.778174593052	6 6
69359	0	8.4852813742386	7 6
69360	0.707106781186496	9.19238815542511	7 6
69361	1.41421356237311	0	7 7
69362	2.1213203435596	0.707106781186496	7 7
69363	2.8284271247462	1.41421356237311	7 7
69364	3.5355339059327	2.1213203435596	7 7
69365	4.24264068711931	2.8284271247462	7 7
69366	4.9497474683058	3.5355339059327	7 7
69367	5.6568542494924	4.24264068711931	7 7
69368	6.36396103067889	4.9497474683058	7 7
69369	7.0710678118654	5.6568542494924	7 7
69370	7.778174593052	6.36396103067889	7 7
69371	8.4852813742385	7.0710678118654	7 7
69372	9.19238815542511	7.778174593052	7 7
69373	9.8994949366116	8.4852813742385	7 7
69374	0	9.19238815542511	8 7
69375	0.707106781186496	9.8994949366116	8 7
69376	1.41421356237311	0	8 8
69377	2.1213203435596	0.707106781186496	8 8
69378	2.8284271247462	1.41421356237311	8 8
69379	3.5355339059327	2.1213203435596	8 8
69380	4.9497474683058	3.5355339059327	8 8
69381	5.6568542494924	4.24264068711931	8 8
69382	6.36396103067889	4.9497474683058	8 8
69383	7.0710678118655	5.6568542494924	8 8
69384	8.4852813742386	7.0710678118655	8 8
69385	9.19238815542511	7.778174593052	8 8
69386	0	8.4852813742386	9 8
69387	2.1213203435597	0.707106781186596	9 9
69388	2.8284271247462	1.41421356237319	9 9
69389	3.53553390593279	2.1213203435597	9 9
69390	4.24264068711929	2.8284271247462	9 9
